TaxID,TaxID,ModelPath,SeqDownloadStatus,FTPLink
916.0,916.0,b_longum_data/GSMs/xml_models/916.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/685/GCA_900116685.1_IMG-taxon_2671180072_annotated_assembly
971.0,971.0,b_longum_data/GSMs/xml_models/971.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/915/GCA_900111915.1_IMG-taxon_2654588115_annotated_assembly
1176.0,1176.0,b_longum_data/GSMs/xml_models/1176.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/696/815/GCA_014696815.1_ASM1469681v1
1258.0,1258.0,b_longum_data/GSMs/xml_models/1258.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/791/605/GCA_016791605.1_ASM1679160v1
1260.0,1260.0,b_longum_data/GSMs/xml_models/1260.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/267/535/GCA_013267535.1_ASM1326753v1
1265.0,1265.0,b_longum_data/GSMs/xml_models/1265.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/664/505/GCA_023664505.1_ASM2366450v1
1280.0,1280.0,b_longum_data/GSMs/xml_models/1280.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/167/705/GCF_026167705.1_ASM2616770v1
1290.0,1290.0,b_longum_data/GSMs/xml_models/1290.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/364/435/GCA_013364435.1_ASM1336443v1
1304.0,1304.0,b_longum_data/GSMs/xml_models/1304.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/085/GCF_001543085.1_ASM154308v1
1308.0,1308.0,b_longum_data/GSMs/xml_models/1308.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/450/155/GCA_019450155.1_ASM1945015v1
1318.0,1318.0,b_longum_data/GSMs/xml_models/1318.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/955/GCF_001578955.1_ASM157895v1
1322.0,1322.0,b_longum_data/GSMs/xml_models/1322.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/671/065/GCF_027671065.1_ASM2767106v1
1323.0,1323.0,b_longum_data/GSMs/xml_models/1323.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/435/415/GCF_003435415.1_ASM343541v1
1343.0,1343.0,b_longum_data/GSMs/xml_models/1343.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/445/GCA_900636445.1_41965_G01
1356.0,1356.0,b_longum_data/GSMs/xml_models/1356.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/407/025/GCA_000407025.1_Ente_sulf_ATCC49903_V1
1358.0,1358.0,b_longum_data/GSMs/xml_models/1358.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/194/355/GCF_004194355.1_ASM419435v1
1398.0,1398.0,b_longum_data/GSMs/xml_models/1398.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/851/395/GCA_012851395.1_ASM1285139v1
1423.0,1423.0,b_longum_data/GSMs/xml_models/1423.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/837/035/GCF_025837035.1_ASM2583703v1
1428.0,1428.0,b_longum_data/GSMs/xml_models/1428.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/194/475/GCF_004194475.2_ASM419447v2
1490.0,1490.0,b_longum_data/GSMs/xml_models/1490.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/807/835/GCF_008807835.1_ASM880783v1
1496.0,1496.0,b_longum_data/GSMs/xml_models/1496.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/628/765/GCF_024628765.1_ASM2462876v1
1502.0,1502.0,b_longum_data/GSMs/xml_models/1502.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/325/GCF_002012325.1_ASM201232v1
1512.0,1512.0,b_longum_data/GSMs/xml_models/1512.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/845/855/GCA_022845855.1_ASM2284585v1
1522.0,1522.0,b_longum_data/GSMs/xml_models/1522.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/697/325/GCA_016697325.1_ASM1669732v1
1531.0,1531.0,b_longum_data/GSMs/xml_models/1531.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/273/195/GCA_012273195.1_ASM1227319v1
1535.0,1535.0,b_longum_data/GSMs/xml_models/1535.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/459/985/GCF_003459985.1_ASM345998v1
1540.0,1540.0,b_longum_data/GSMs/xml_models/1540.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/622/925/GCF_024622925.1_ASM2462292v1
1563.0,1563.0,b_longum_data/GSMs/xml_models/1563.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/605/GCA_000235605.1_ASM23560v1
1565.0,1565.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/189/755/GCA_000189755.3_ASM18975v3
1579.0,1579.0,b_longum_data/GSMs/xml_models/1579.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/665/255/GCF_025665255.1_ASM2566525v1
1584.0,1584.0,b_longum_data/GSMs/xml_models/1584.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/642/945/GCA_022642945.1_ASM2264294v1
1600.0,1600.0,b_longum_data/GSMs/xml_models/1600.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/848/655/GCA_012848655.1_ASM1284865v1
1622.0,1622.0,b_longum_data/GSMs/xml_models/1622.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/586/905/GCA_010586905.1_ASM1058690v1
1623.0,1623.0,b_longum_data/GSMs/xml_models/1623.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/150/895/GCF_025150895.1_ASM2515089v1
1624.0,1624.0,b_longum_data/GSMs/xml_models/1624.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/736/025/GCF_002736025.1_ASM273602v1
1660.0,1660.0,b_longum_data/GSMs/xml_models/1660.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/696/695/GCF_005696695.1_ASM569669v1
1680.0,1680.0,b_longum_data/GSMs/xml_models/1680.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/497/865/GCA_023497865.1_ASM2349786v1
1681.0,1681.0,b_longum_data/GSMs/xml_models/1681.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/345/GCF_001281345.1_ASM128134v1
1683.0,1683.0,b_longum_data/GSMs/xml_models/1683.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/966/445/GCA_000966445.2_ASM96644v2
1685.0,1685.0,b_longum_data/GSMs/xml_models/1685.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/319/685/GCF_004319685.1_ASM431968v1
1686.0,1686.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/381/755/GCA_902381755.1_UHGG_MGYG-HGUT-01490
1689.0,1689.0,b_longum_data/GSMs/xml_models/1689.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/743/215/GCA_017743215.1_ASM1774321v1
1693.0,1693.0,b_longum_data/GSMs/xml_models/1693.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/741/645/GCA_000741645.1_Bifmin
1694.0,1694.0,b_longum_data/GSMs/xml_models/1694.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/138/855/GCF_024138855.1_ASM2413885v1
1732.0,1732.0,b_longum_data/GSMs/xml_models/1732.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/415/GCA_900104415.1_IMG-taxon_2593339221_annotated_assembly
1735.0,1735.0,b_longum_data/GSMs/xml_models/1735.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/664/255/GCF_027664255.1_ASM2766425v1
1744.0,1744.0,b_longum_data/GSMs/xml_models/1744.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/557/735/GCF_027557735.1_ASM2755773v1
1768.0,1768.0,b_longum_data/GSMs/xml_models/1768.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/085/815/GCF_002085815.1_ASM208581v1
1886.0,1886.0,b_longum_data/GSMs/xml_models/1886.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/286/195/GCA_019286195.1_ASM1928619v1
2173.0,2173.0,b_longum_data/GSMs/xml_models/2173.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/846/175/GCA_022846175.1_ASM2284617v1
2378.0,2378.0,b_longum_data/GSMs/xml_models/2378.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/435/GCF_001373435.1_spAn4DRAFT_v1
2751.0,2751.0,b_longum_data/GSMs/xml_models/2751.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/738/125/GCF_009738125.1_ASM973812v1
13076.0,13076.0,b_longum_data/GSMs/xml_models/13076.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/847/845/GCF_002847845.1_ASM284784v1
28025.0,28025.0,b_longum_data/GSMs/xml_models/28025.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/278/655/GCA_023278655.1_ASM2327865v1
28026.0,28026.0,b_longum_data/GSMs/xml_models/28026.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/743/235/GCA_017743235.1_ASM1774323v1
28037.0,28037.0,b_longum_data/GSMs/xml_models/28037.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/895/GCF_001560895.1_ASM156089v1
28052.0,28052.0,b_longum_data/GSMs/xml_models/28052.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/406/555/GCF_001406555.1_14207_7_9
28090.0,28090.0,b_longum_data/GSMs/xml_models/28090.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/349/205/GCA_013349205.1_ASM1334920v1
28111.0,28111.0,b_longum_data/GSMs/xml_models/28111.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/894/205/GCA_016894205.1_ASM1689420v1
28116.0,28116.0,b_longum_data/GSMs/xml_models/28116.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/894/185/GCA_016894185.1_ASM1689418v1
28117.0,28117.0,b_longum_data/GSMs/xml_models/28117.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/009/915/GCA_022009915.1_ASM2200991v1
28118.0,28118.0,b_longum_data/GSMs/xml_models/28118.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/175/GCA_900187175.1_51342_A02
28123.0,28123.0,b_longum_data/GSMs/xml_models/28123.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/183/605/GCA_000183605.2_ASM18360v1
28127.0,28127.0,b_longum_data/GSMs/xml_models/28127.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/735/565/GCA_020735565.1_ASM2073556v1
28128.0,28128.0,b_longum_data/GSMs/xml_models/28128.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/546/595/GCF_001546595.1_ASM154659v1
28139.0,28139.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/365/GCA_000427365.1_ASM42736v1
28901.0,28901.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/264/945/GCA_019264945.1_ASM1926494v1
29332.0,29332.0,b_longum_data/GSMs/xml_models/29332.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/643/245/GCF_001643245.1_ASM164324v1
29347.0,29347.0,b_longum_data/GSMs/xml_models/29347.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/597/925/GCA_019597925.1_ASM1959792v1
29348.0,29348.0,b_longum_data/GSMs/xml_models/29348.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/439/345/GCF_003439345.1_ASM343934v1
29349.0,29349.0,b_longum_data/GSMs/xml_models/29349.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/029/295/GCF_002029295.1_ASM202929v1
29354.0,29354.0,b_longum_data/GSMs/xml_models/29354.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/152/425/GCA_015152425.1_ASM1515242v1
29360.0,29360.0,b_longum_data/GSMs/xml_models/29360.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/835/GCA_000178835.2_ASM17883v2
29361.0,29361.0,b_longum_data/GSMs/xml_models/29361.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/740/285/GCA_020740285.1_ASM2074028v1
29388.0,29388.0,b_longum_data/GSMs/xml_models/29388.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/430/575/GCF_026430575.1_ASM2643057v1
29394.0,29394.0,b_longum_data/GSMs/xml_models/29394.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/263/915/GCF_003263915.2_ASM326391v2
29466.0,29466.0,b_longum_data/GSMs/xml_models/29466.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/185/GCF_002005185.1_ASM200518v1
31971.0,31971.0,b_longum_data/GSMs/xml_models/31971.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/474/925/GCF_003474925.1_ASM347492v1
31973.0,31973.0,b_longum_data/GSMs/xml_models/31973.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/148/845/GCF_002148845.1_ASM214884v1
32040.0,32040.0,b_longum_data/GSMs/xml_models/32040.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/675/GCA_900112675.1_IMG-taxon_2634166315_annotated_assembly
33031.0,33031.0,b_longum_data/GSMs/xml_models/33031.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/454/715/GCA_900454715.1_52700_C01
33034.0,33034.0,b_longum_data/GSMs/xml_models/33034.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/445/285/GCA_900445285.1_49888_A01
33035.0,33035.0,b_longum_data/GSMs/xml_models/33035.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/210/255/GCF_004210255.1_ASM421025v1
33036.0,33036.0,b_longum_data/GSMs/xml_models/33036.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/546/165/GCF_001546165.1_ASM154616v1
33038.0,33038.0,b_longum_data/GSMs/xml_models/33038.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/904/015/GCA_016904015.1_ASM1690401v1
33039.0,33039.0,b_longum_data/GSMs/xml_models/33039.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/674/525/GCA_023674525.1_ASM2367452v1
33043.0,33043.0,b_longum_data/GSMs/xml_models/33043.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/149/915/GCF_025149915.1_ASM2514991v1
33871.0,33871.0,b_longum_data/GSMs/xml_models/33871.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/315/GCA_000195315.1_ASM19531v1
33905.0,33905.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/385/935/GCA_902385935.1_UHGG_MGYG-HGUT-02334
34062.0,34062.0,b_longum_data/GSMs/xml_models/34062.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/955/GCF_001553955.1_ASM155395v1
34073.0,34073.0,b_longum_data/GSMs/xml_models/34073.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/009/635/GCA_022009635.1_ASM2200963v1
35517.0,35517.0,b_longum_data/GSMs/xml_models/35517.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/256/235/GCA_015256235.1_ASM1525623v1
35833.0,35833.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/374/275/GCA_902374275.1_MGYG-HGUT-01359
36834.0,36834.0,b_longum_data/GSMs/xml_models/36834.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/412/605/GCA_021412605.1_ASM2141260v1
36839.0,36839.0,b_longum_data/GSMs/xml_models/36839.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/006/235/GCF_002006235.2_ASM200623v2
38293.0,38293.0,b_longum_data/GSMs/xml_models/38293.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/665/375/GCF_009665375.1_ASM966537v1
38301.0,38301.0,b_longum_data/GSMs/xml_models/38301.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/478/045/GCA_900478045.1_47555_C02
39482.0,39482.0,b_longum_data/GSMs/xml_models/39482.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/404/335/GCF_001404335.1_13470_2_95
39483.0,39483.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/547/135/GCA_015547135.1_ASM1554713v1
39484.0,39484.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/665/GCA_000701665.1_ASM70166v1
39485.0,39485.0,b_longum_data/GSMs/xml_models/39485.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/735/745/GCA_020735745.1_ASM2073574v1
39486.0,39486.0,b_longum_data/GSMs/xml_models/39486.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/150/245/GCF_025150245.1_ASM2515024v1
39488.0,39488.0,b_longum_data/GSMs/xml_models/39488.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/140/635/GCA_018140635.1_ASM1814063v1
39490.0,39490.0,b_longum_data/GSMs/xml_models/39490.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/667/005/GCF_027667005.1_ASM2766700v1
39491.0,39491.0,b_longum_data/GSMs/xml_models/39491.0.xml,True,https
39492.0,39492.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/388/055/GCA_902388055.1_UHGG_MGYG-HGUT-02530
39496.0,39496.0,b_longum_data/GSMs/xml_models/39496.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/150/745/GCF_025150745.1_ASM2515074v1
39497.0,39497.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/518/685/GCA_000518685.1_ASM51868v1
39498.0,39498.0,b_longum_data/GSMs/xml_models/39498.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/167/215/GCA_900167215.1_IMG-taxon_2585428116_annotated_assembly
39777.0,39777.0,b_longum_data/GSMs/xml_models/39777.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/765/GCF_002082765.1_ASM208276v1
39778.0,39778.0,b_longum_data/GSMs/xml_models/39778.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/515/GCA_900637515.1_51184_A01
40215.0,40215.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/888/805/GCA_016888805.1_ASM1688880v1
40518.0,40518.0,b_longum_data/GSMs/xml_models/40518.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/670/865/GCF_027670865.1_ASM2767086v1
40519.0,40519.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/385/595/GCA_902385595.1_UHGG_MGYG-HGUT-02295
40520.0,40520.0,b_longum_data/GSMs/xml_models/40520.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/404/775/GCF_001404775.1_14207_7_80
40545.0,40545.0,b_longum_data/GSMs/xml_models/40545.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/724/805/GCA_016724805.1_ASM1672480v1
43675.0,43675.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/240/415/GCA_015240415.1_ASM1524041v1
43995.0,43995.0,b_longum_data/GSMs/xml_models/43995.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/445/GCA_000235445.1_John_igna_ATCC_51276_V1
43997.0,43997.0,b_longum_data/GSMs/xml_models/43997.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/035/GCA_000160035.2_ASM16003v2
44256.0,44256.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/425/GCA_000427425.1_ASM42742v1
44742.0,44742.0,b_longum_data/GSMs/xml_models/44742.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/605/GCF_001553605.1_ASM155360v1
44749.0,44749.0,b_longum_data/GSMs/xml_models/44749.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/130/065/GCA_900130065.1_IMG-taxon_2585428085_annotated_assembly
45851.0,45851.0,b_longum_data/GSMs/xml_models/45851.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/148/445/GCF_025148445.1_ASM2514844v1
46228.0,46228.0,b_longum_data/GSMs/xml_models/46228.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/676/965/GCF_027676965.1_ASM2767696v1
46256.0,46256.0,b_longum_data/GSMs/xml_models/46256.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/954/725/GCF_007954725.1_ASM795472v1
46503.0,46503.0,b_longum_data/GSMs/xml_models/46503.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/289/315/GCA_018289315.1_ASM1828931v1
46506.0,46506.0,b_longum_data/GSMs/xml_models/46506.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/091/485/GCA_020091485.1_ASM2009148v1
46679.0,46679.0,b_longum_data/GSMs/xml_models/46679.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/106/045/GCA_900106045.1_IMG-taxon_2667527233_annotated_assembly
46867.0,46867.0,b_longum_data/GSMs/xml_models/46867.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/328/885/GCF_004328885.1_ASM432888v1
47246.0,47246.0,b_longum_data/GSMs/xml_models/47246.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/715/465/GCA_018715465.1_ASM1871546v1
47678.0,47678.0,b_longum_data/GSMs/xml_models/47678.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/726/305/GCA_016726305.1_ASM1672630v1
48467.0,48467.0,b_longum_data/GSMs/xml_models/48467.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/167/535/GCA_900167535.1_IMG-taxon_2590828807_annotated_assembly
