TaxID,TaxID,ModelPath,SeqDownloadStatus,FTPLink
49319.0,49319.0,b_longum_data/GSMs/xml_models/49319.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/164/525/GCF_007164525.1_ASM716452v1
51123.0,51123.0,b_longum_data/GSMs/xml_models/51123.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/786/885/GCA_022786885.1_ASM2278688v1
52022.0,52022.0,b_longum_data/GSMs/xml_models/52022.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/235/285/GCA_016235285.1_ASM1623528v1
52023.0,52023.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/045/GCA_000430045.1_ASM43004v1
52226.0,52226.0,b_longum_data/GSMs/xml_models/52226.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/671/285/GCF_027671285.1_ASM2767128v1
53443.0,53443.0,b_longum_data/GSMs/xml_models/53443.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/289/255/GCF_025289255.1_ASM2528925v1
54007.0,54007.0,b_longum_data/GSMs/xml_models/54007.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/847/745/GCF_002847745.1_ASM284774v1
54571.0,54571.0,b_longum_data/GSMs/xml_models/54571.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/595/GCF_001886595.1_ASM188659v1
55148.0,55148.0,b_longum_data/GSMs/xml_models/55148.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/555/GCA_000190555.1_ASM19055v1
55507.0,55507.0,b_longum_data/GSMs/xml_models/55507.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/058/695/GCA_015058695.1_ASM1505869v1
55565.0,55565.0,b_longum_data/GSMs/xml_models/55565.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/302/925/GCA_023302925.1_ASM2330292v1
55583.0,55583.0,b_longum_data/GSMs/xml_models/55583.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/796/305/GCF_009796305.1_ASM979630v1
56957.0,56957.0,b_longum_data/GSMs/xml_models/56957.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/309/885/GCA_000309885.1_ASM30988v1
57040.0,57040.0,b_longum_data/GSMs/xml_models/57040.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/125/GCA_900142125.1_IMG-taxon_2585428155_annotated_assembly
59310.0,59310.0,b_longum_data/GSMs/xml_models/59310.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/194/135/GCF_026194135.2_ASM2619413v2
59610.0,59610.0,b_longum_data/GSMs/xml_models/59610.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/165/GCA_000016165.1_ASM1616v1
59620.0,59620.0,b_longum_data/GSMs/xml_models/59620.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/066/945/GCA_900066945.1_14207_7_76
59842.0,59842.0,b_longum_data/GSMs/xml_models/59842.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/000/765/GCF_004000765.1_ASM400076v1
60920.0,60920.0,b_longum_data/GSMs/xml_models/60920.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/925/GCA_000024925.1_ASM2492v1
61171.0,61171.0,b_longum_data/GSMs/xml_models/61171.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/661/305/GCF_027661305.1_ASM2766130v1
61646.0,61646.0,b_longum_data/GSMs/xml_models/61646.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/355/955/GCA_019355955.1_ASM1935595v1
63560.0,63560.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/375/485/GCA_000375485.1_ASM37548v1
66370.0,66370.0,b_longum_data/GSMs/xml_models/66370.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/647/675/GCA_014647675.1_ASM1464767v1
69823.0,69823.0,b_longum_data/GSMs/xml_models/69823.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/015/965/GCF_026015965.1_ASM2601596v1
70255.0,70255.0,b_longum_data/GSMs/xml_models/70255.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/618/885/GCF_001618885.1_ASM161888v1
73030.0,73030.0,b_longum_data/GSMs/xml_models/73030.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/256/335/GCA_015256335.1_ASM1525633v1
74426.0,74426.0,b_longum_data/GSMs/xml_models/74426.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/576/555/GCF_005576555.1_ASM557655v1
76745.0,76745.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/465/GCA_000427465.1_ASM42746v1
77095.0,77095.0,b_longum_data/GSMs/xml_models/77095.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/024/215/GCA_022024215.1_ASM2202421v1
77635.0,77635.0,b_longum_data/GSMs/xml_models/77635.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/898/195/GCA_014898195.1_ASM1489819v1
78343.0,78343.0,b_longum_data/GSMs/xml_models/78343.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/741/535/GCA_000741535.1_Bifbou
78344.0,78344.0,b_longum_data/GSMs/xml_models/78344.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/085/GCF_004135085.1_ASM413508v1
78345.0,78345.0,b_longum_data/GSMs/xml_models/78345.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/741/615/GCA_000741615.1_Bifmer
78346.0,78346.0,b_longum_data/GSMs/xml_models/78346.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/900/135/GCA_016900135.1_ASM1690013v1
79604.0,79604.0,b_longum_data/GSMs/xml_models/79604.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/643/775/GCF_001643775.1_ASM164377v1
84023.0,84023.0,b_longum_data/GSMs/xml_models/84023.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/189/005/GCF_002189005.1_ASM218900v1
84030.0,84030.0,b_longum_data/GSMs/xml_models/84030.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/906/045/GCA_016906045.1_ASM1690604v1
84110.0,84110.0,b_longum_data/GSMs/xml_models/84110.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/575/GCA_900637575.1_52006_A02
84112.0,84112.0,b_longum_data/GSMs/xml_models/84112.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/845/935/GCA_022845935.1_ASM2284593v1
84135.0,84135.0,b_longum_data/GSMs/xml_models/84135.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/730/295/GCF_009730295.1_ASM973029v1
84521.0,84521.0,b_longum_data/GSMs/xml_models/84521.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/871/385/GCF_002871385.1_ASM287138v1
85698.0,85698.0,b_longum_data/GSMs/xml_models/85698.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/293/615/GCF_003293615.1_ASM329361v1
85831.0,85831.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/576/575/GCA_910576575.1_MGBC000279
86332.0,86332.0,b_longum_data/GSMs/xml_models/86332.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/243/385/GCF_002243385.1_ASM224338v1
88189.0,88189.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/376/265/GCA_000376265.1_ASM37626v1
88431.0,88431.0,b_longum_data/GSMs/xml_models/88431.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/168/045/GCF_024168045.1_ASM2416804v1
89152.0,89152.0,b_longum_data/GSMs/xml_models/89152.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/151/785/GCF_008151785.1_ASM815178v1
91750.0,91750.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/928/721/465/GCA_928721465.1_min17_bin31
97138.0,97138.0,b_longum_data/GSMs/xml_models/97138.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/165/GCA_000364165.2_ASM36416v2
97253.0,97253.0,b_longum_data/GSMs/xml_models/97253.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/225/GCA_000364225.2_ASM36422v2
99656.0,99656.0,b_longum_data/GSMs/xml_models/99656.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/665/925/GCA_023665925.1_ASM2366592v1
100134.0,100134.0,b_longum_data/GSMs/xml_models/100134.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/143/645/GCA_900143645.1_IMG-taxon_2582580727_annotated_assembly
100176.0,100176.0,b_longum_data/GSMs/xml_models/100176.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/176/335/GCA_900176335.1_IMG-taxon_2588254267_annotated_assembly
100884.0,100884.0,b_longum_data/GSMs/xml_models/100884.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/525/GCA_000186525.1_Coprobacillus_sp_29_1_V1
100886.0,100886.0,b_longum_data/GSMs/xml_models/100886.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/148/785/GCF_025148785.1_ASM2514878v1
102148.0,102148.0,b_longum_data/GSMs/xml_models/102148.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/459/805/GCF_003459805.1_ASM345980v1
105841.0,105841.0,b_longum_data/GSMs/xml_models/105841.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/181/435/GCA_020181435.1_ASM2018143v1
106588.0,106588.0,b_longum_data/GSMs/xml_models/106588.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/899/775/GCA_016899775.1_ASM1689977v1
106649.0,106649.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/172/725/GCA_020172725.1_ASM2017272v1
112904.0,112904.0,b_longum_data/GSMs/xml_models/112904.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/077/725/GCF_002077725.1_ASM207772v1
115544.0,115544.0,b_longum_data/GSMs/xml_models/115544.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/141/895/GCA_900141895.1_IMG-taxon_2585427596_annotated_assembly
116085.0,116085.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/381/825/GCA_902381825.1_UHGG_MGYG-HGUT-01714
129958.0,129958.0,b_longum_data/GSMs/xml_models/129958.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/865/GCA_000012865.1_ASM1286v1
143393.0,143393.0,b_longum_data/GSMs/xml_models/143393.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/256/185/GCA_015256185.1_ASM1525618v1
147206.0,147206.0,b_longum_data/GSMs/xml_models/147206.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/149/625/GCF_025149625.1_ASM2514962v1
147207.0,147207.0,b_longum_data/GSMs/xml_models/147207.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/683/425/GCF_027683425.1_ASM2768342v1
149016.0,149016.0,b_longum_data/GSMs/xml_models/149016.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/885/GCA_900636885.1_44927_H01
150240.0,150240.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/665/GCA_000425665.1_ASM42566v1
153721.0,153721.0,b_longum_data/GSMs/xml_models/153721.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/775/915/GCA_000775915.1_ASM77591v1
154046.0,154046.0,b_longum_data/GSMs/xml_models/154046.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/149/285/GCF_025149285.1_ASM2514928v1
154288.0,154288.0,b_longum_data/GSMs/xml_models/154288.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/046/825/GCA_013046825.1_ASM1304682v1
155322.0,155322.0,b_longum_data/GSMs/xml_models/155322.0.xml,True,https
158787.0,158787.0,b_longum_data/GSMs/xml_models/158787.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/741/405/GCA_000741405.1_Bifsca
158836.0,158836.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/333/255/GCA_014333255.1_ASM1433325v1
158847.0,158847.0,b_longum_data/GSMs/xml_models/158847.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/035/GCA_900187035.1_50279_G02
160404.0,160404.0,b_longum_data/GSMs/xml_models/160404.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/265/GCA_900142265.1_IMG-taxon_2585428190_annotated_assembly
161879.0,161879.0,b_longum_data/GSMs/xml_models/161879.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/894/245/GCA_016894245.1_ASM1689424v1
162156.0,162156.0,b_longum_data/GSMs/xml_models/162156.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/066/665/GCA_900066665.1_14207_7_23
163665.0,163665.0,b_longum_data/GSMs/xml_models/163665.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/306/915/GCA_017306915.1_ASM1730691v1
165096.0,165096.0,b_longum_data/GSMs/xml_models/165096.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/697/245/GCF_009697245.1_ASM969724v1
165179.0,165179.0,b_longum_data/GSMs/xml_models/165179.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/074/785/GCA_015074785.1_ASM1507478v1
165185.0,165185.0,b_longum_data/GSMs/xml_models/165185.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/066/695/GCA_900066695.1_14207_7_28
165186.0,165186.0,b_longum_data/GSMs/xml_models/165186.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/066/605/GCA_900066605.1_14207_7_11
166486.0,166486.0,b_longum_data/GSMs/xml_models/166486.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/497/585/GCA_023497585.1_ASM2349758v1
166501.0,166501.0,b_longum_data/GSMs/xml_models/166501.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/005/GCA_000025005.1_ASM2500v1
166939.0,166939.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/325/GCA_000374325.1_ASM37432v1
168471.0,168471.0,b_longum_data/GSMs/xml_models/168471.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/215/055/GCF_002215055.1_ASM221505v1
169292.0,169292.0,b_longum_data/GSMs/xml_models/169292.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/138/775/GCF_024138775.1_ASM2413877v1
169435.0,169435.0,b_longum_data/GSMs/xml_models/169435.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/146/135/GCF_025146135.1_ASM2514613v1
172827.0,172827.0,b_longum_data/GSMs/xml_models/172827.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/623/175/GCF_001623175.1_ASM162317v1
173675.0,173675.0,b_longum_data/GSMs/xml_models/173675.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/205/635/GCF_002205635.1_ASM220563v1
179628.0,179628.0,b_longum_data/GSMs/xml_models/179628.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/593/985/GCF_001593985.1_ASM159398v1
179636.0,179636.0,b_longum_data/GSMs/xml_models/179636.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/530/715/GCA_012530715.1_ASM1253071v1
179878.0,179878.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/955/GCA_000226955.2_ASM22695v2
180295.0,180295.0,b_longum_data/GSMs/xml_models/180295.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/129/085/GCA_900129085.1_IMG-taxon_2582581273_annotated_assembly
180311.0,180311.0,b_longum_data/GSMs/xml_models/180311.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/165/GCA_900142165.1_IMG-taxon_2585428171_annotated_assembly
183670.0,183670.0,b_longum_data/GSMs/xml_models/183670.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/837/135/GCF_002837135.1_ASM283713v1
184870.0,184870.0,b_longum_data/GSMs/xml_models/184870.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/005/GCF_002848005.1_ASM284800v1
186192.0,186192.0,b_longum_data/GSMs/xml_models/186192.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/335/GCA_000195335.1_ASM19533v1
187327.0,187327.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/381/715/GCA_902381715.1_UHGG_MGYG-HGUT-01440
187328.0,187328.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/745/GCA_000426745.1_ASM42674v1
187979.0,187979.0,b_longum_data/GSMs/xml_models/187979.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/681/165/GCF_027681165.1_ASM2768116v1
189426.0,189426.0,b_longum_data/GSMs/xml_models/189426.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/758/725/GCA_000758725.1_ASM75872v1
204516.0,204516.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/547/505/GCA_015547505.1_ASM1554750v1
208224.0,208224.0,b_longum_data/GSMs/xml_models/208224.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/595/935/GCF_027595935.1_ASM2759593v1
208479.0,208479.0,b_longum_data/GSMs/xml_models/208479.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/008/325/GCA_023008325.1_ASM2300832v1
214851.0,214851.0,b_longum_data/GSMs/xml_models/214851.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/152/575/GCF_025152575.1_ASM2515257v1
214856.0,214856.0,b_longum_data/GSMs/xml_models/214856.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/846/055/GCA_022846055.1_ASM2284605v1
216816.0,216816.0,b_longum_data/GSMs/xml_models/216816.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/055/GCA_900103055.1_IMG-taxon_2636416037_annotated_assembly
218140.0,218140.0,b_longum_data/GSMs/xml_models/218140.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/741/705/GCA_000741705.1_Bifpsy
218538.0,218538.0,b_longum_data/GSMs/xml_models/218538.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/256/265/GCA_015256265.1_ASM1525626v1
220684.0,220684.0,b_longum_data/GSMs/xml_models/220684.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/560/175/GCA_021560175.1_ASM2156017v1
228574.0,228574.0,b_longum_data/GSMs/xml_models/228574.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/445/965/GCF_003445965.1_ASM344596v1
237258.0,237258.0,b_longum_data/GSMs/xml_models/237258.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/565/GCF_003860565.1_ASM386056v1
239935.0,239935.0,b_longum_data/GSMs/xml_models/239935.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/810/105/GCF_026810105.1_ASM2681010v1
242750.0,242750.0,b_longum_data/GSMs/xml_models/242750.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/535/GCA_000160535.1_ASM16053v1
244362.0,244362.0,b_longum_data/GSMs/xml_models/244362.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/155/GCA_900119155.1_IMG-taxon_2593339149_annotated_assembly
246787.0,246787.0,b_longum_data/GSMs/xml_models/246787.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/292/125/GCA_018292125.1_ASM1829212v1
253239.0,253239.0,b_longum_data/GSMs/xml_models/253239.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/612/855/GCF_003612855.1_ASM361285v1
256466.0,256466.0,b_longum_data/GSMs/xml_models/256466.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/188/455/GCA_900188455.1_IMG-taxon_2700988710_annotated_assembly
259063.0,259063.0,b_longum_data/GSMs/xml_models/259063.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/215/GCA_900142215.1_IMG-taxon_2585428173_annotated_assembly
259315.0,259315.0,b_longum_data/GSMs/xml_models/259315.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/066/125/GCA_900066125.1_13414_6_4
261299.0,261299.0,b_longum_data/GSMs/xml_models/261299.0.xml,True,https
264636.0,264636.0,b_longum_data/GSMs/xml_models/264636.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/660/755/GCA_900660755.1_57792_F01-3
286138.0,286138.0,b_longum_data/GSMs/xml_models/286138.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/066/515/GCA_900066515.1_13470_2_87
290052.0,290052.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/387/445/GCA_902387445.1_UHGG_MGYG-HGUT-02464
290054.0,290054.0,b_longum_data/GSMs/xml_models/290054.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/772/665/GCA_022772665.1_ASM2277266v1
290309.0,290309.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/995/GCA_000739995.1_ASM73999v1
291644.0,291644.0,b_longum_data/GSMs/xml_models/291644.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/914/135/GCF_025914135.1_ASM2591413v1
291645.0,291645.0,b_longum_data/GSMs/xml_models/291645.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/914/175/GCF_025914175.1_ASM2591417v1
292800.0,292800.0,b_longum_data/GSMs/xml_models/292800.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/497/945/GCA_023497945.1_ASM2349794v1
293387.0,293387.0,b_longum_data/GSMs/xml_models/293387.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/594/585/GCF_027594585.1_ASM2759458v1
301301.0,301301.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/387/955/GCA_902387955.1_UHGG_MGYG-HGUT-02517
301302.0,301302.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/558/055/GCA_015558055.1_ASM1555805v1
307124.0,307124.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/373/205/GCA_000373205.1_ASM37320v1
309885.0,309885.0,b_longum_data/GSMs/xml_models/309885.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/176/165/GCA_900176165.1_IMG-taxon_2509276064_annotated_assembly
310297.0,310297.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/546/785/GCA_015546785.1_ASM1554678v1
310298.0,310298.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/373/755/GCA_902373755.1_MGYG-HGUT-01306
315405.0,315405.0,b_longum_data/GSMs/xml_models/315405.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/273/095/GCA_012273095.1_ASM1227309v1
322505.0,322505.0,b_longum_data/GSMs/xml_models/322505.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/735/GCA_900112735.1_IMG-taxon_2606217759_annotated_assembly
327277.0,327277.0,b_longum_data/GSMs/xml_models/327277.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/719/795/GCA_012719795.1_ASM1271979v1
328812.0,328812.0,b_longum_data/GSMs/xml_models/328812.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/091/425/GCA_020091425.1_ASM2009142v1
328813.0,328813.0,b_longum_data/GSMs/xml_models/328813.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/757/545/GCF_025757545.1_ASM2575754v1
328814.0,328814.0,b_longum_data/GSMs/xml_models/328814.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/416/365/GCF_008416365.1_ASM841636v1
329854.0,329854.0,b_longum_data/GSMs/xml_models/329854.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/341/675/GCA_020341675.1_ASM2034167v1
338188.0,338188.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/558/155/GCA_015558155.1_ASM1555815v1
339862.0,339862.0,b_longum_data/GSMs/xml_models/339862.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/244/895/GCA_000244895.1_ASM24489v1
341220.0,341220.0,b_longum_data/GSMs/xml_models/341220.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/915/525/GCF_002915525.1_ASM291552v1
341225.0,341225.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/377/525/GCA_902377525.1_MGYG-HGUT-01697
342002.0,342002.0,b_longum_data/GSMs/xml_models/342002.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/822/685/GCF_025822685.1_ASM2582268v1
342942.0,342942.0,,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/560/805/GCA_015560805.1_ASM1556080v1
354356.0,354356.0,b_longum_data/GSMs/xml_models/354356.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/077/985/GCF_002077985.1_ASM207798v1
357276.0,357276.0,b_longum_data/GSMs/xml_models/357276.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/916/455/GCF_025916455.1_ASM2591645v1
360807.0,360807.0,b_longum_data/GSMs/xml_models/360807.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/467/265/GCF_003467265.1_ASM346726v1
361854.0,361854.0,b_longum_data/GSMs/xml_models/361854.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/860/365/GCF_002860365.1_ASM286036v1
364317.0,364317.0,b_longum_data/GSMs/xml_models/364317.0.xml,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/192/895/GCF_026192895.1_ASM2619289v1
371601.0,371601.0,b_longum_data/GSMs/xml_models/371601.0.xml,True,https
